USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.2  0.0  22092 13272 ?        Ss   20:31   0:01 /usr/lib/systemd/systemd --switched-root --system --deserialize=47
dhanush+    3877  0.0  0.5 519724 96488 ?        S    20:32   0:00 /opt/spotify/spotify --type=zygote --no-zygote-sandbox --no-sandbox --string-annotations --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/dhanushsm/.cache/spotify --log-severity=disable --user-agent-product=Chrome/131.0.6778.109 Spotify/1.2.53.440
dhanush+    3879  0.0  0.5 519720 97368 ?        S    20:32   0:00 /opt/spotify/spotify --type=zygote --no-sandbox --string-annotations --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/dhanushsm/.cache/spotify --log-severity=disable --user-agent-product=Chrome/131.0.6778.109 Spotify/1.2.53.440
dhanush+    3946  3.2  1.1 1938596 189024 ?      Sl   20:32   0:31 /opt/spotify/spotify --type=gpu-process --no-sandbox --string-annotations --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/dhanushsm/.cache/spotify --log-severity=disable --user-agent-product=Chrome/131.0.6778.109 Spotify/1.2.53.440 --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,16466981939729082775,18028376468048663318,262144 --disable-features=BackForwardCache,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr --variations-seed-version
dhanush+    3950  0.2  0.8 1113896 135428 ?      Sl   20:32   0:01 /opt/spotify/spotify --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --string-annotations --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/dhanushsm/.cache/spotify --log-severity=disable --user-agent-product=Chrome/131.0.6778.109 Spotify/1.2.53.440 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16466981939729082775,18028376468048663318,262144 --disable-features=BackForwardCache,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr --variations-seed-version
dhanush+    4038  0.0  0.3 823504 61512 ?        Sl   20:32   0:00 /opt/spotify/spotify --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --no-sandbox --string-annotations --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/dhanushsm/.cache/spotify --log-severity=disable --user-agent-product=Chrome/131.0.6778.109 Spotify/1.2.53.440 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16466981939729082775,18028376468048663318,262144 --disable-features=BackForwardCache,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr --variations-seed-version
root        4594  0.0  0.0      0     0 ?        S    20:32   0:00 [nvidia-drm/timeline-c]
dhanush+    4658 30.2  2.5 1215981872 412500 ?   Sl   20:32   4:49 /opt/spotify/spotify --type=renderer --string-annotations --enable-crash-reporter=, --change-stack-guard-on-fork=enable --user-data-dir=/home/dhanushsm/.cache/spotify --log-severity=disable --user-agent-product=Chrome/131.0.6778.109 Spotify/1.2.53.440 --no-sandbox --autoplay-policy=no-user-gesture-required --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1737730903016068 --launch-time-ticks=29245900 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,16466981939729082775,18028376468048663318,262144 --disable-features=BackForwardCache,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr --variations-seed-version
dhanush+    6186  1.1  1.5 1218056872 254460 ?   Sl   20:32   0:10 /opt/brave-bin/brave --type=renderer --string-annotations --crashpad-handler-pid=2852 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=15652900676849972810 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1737730903016067 --launch-time-ticks=64408892 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7185835469545438622,10890658879127644029,262144 --variations-seed-version=main@660c0bb4bb4505e44868c88679990305e8700c1a
dhanush+    6268  6.2  3.2 1218100920 535336 ?   Sl   20:32   0:57 /opt/brave-bin/brave --type=renderer --string-annotations --crashpad-handler-pid=2852 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=15652900676849972810 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1737730903016067 --launch-time-ticks=66690677 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7185835469545438622,10890658879127644029,262144 --variations-seed-version=main@660c0bb4bb4505e44868c88679990305e8700c1a
dhanush+    7134  0.0  0.7 1216302912 124500 ?   Sl   20:32   0:00 /opt/brave-bin/brave --type=renderer --string-annotations --crashpad-handler-pid=2852 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=15652900676849972810 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1737730903016067 --launch-time-ticks=69902651 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7185835469545438622,10890658879127644029,262144 --variations-seed-version=main@660c0bb4bb4505e44868c88679990305e8700c1a
dhanush+    7162  0.0  0.5 34029840 88796 ?      Sl   20:32   0:00 /opt/brave-bin/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=none --string-annotations --crashpad-handler-pid=2852 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7185835469545438622,10890658879127644029,262144 --variations-seed-version=main@660c0bb4bb4505e44868c88679990305e8700c1a
dhanush+   11433  0.3  1.1 1218044232 184800 ?   Sl   20:34   0:02 /opt/brave-bin/brave --type=renderer --string-annotations --crashpad-handler-pid=2852 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=15652900676849972810 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=38 --time-ticks-at-unix-epoch=-1737730903016067 --launch-time-ticks=164742595 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7185835469545438622,10890658879127644029,262144 --variations-seed-version=main@660c0bb4bb4505e44868c88679990305e8700c1a
dhanush+   12430  0.0  0.0  10848  6748 pts/2    Ss   20:34   0:00 -zsh
root       20679  0.0  0.0      0     0 ?        I    20:37   0:00 [kworker/2:0-mm_percpu_wq]
root       20683  0.0  0.0      0     0 ?        I    20:37   0:00 [kworker/10:2-events]
root       20717  0.0  0.0      0     0 ?        I    20:37   0:00 [kworker/5:2]
root       20794  0.0  0.0      0     0 ?        I    20:37   0:00 [kworker/u33:3-iou_exit]
dhanush+   21888  0.0  0.0   7560  3584 ?        Ss   20:37   0:00 bash /home/dhanushsm/.config/bspwm/src/OpenApps --terminal
dhanush+   21889  0.0  0.0   7560  3584 ?        S    20:37   0:00 bash /home/dhanushsm/.config/bspwm/src/Term --terminal
dhanush+   21890  0.1  0.6 270748 108148 ?       Sl   20:37   0:01 kitty
root       21891  0.0  0.0      0     0 ?        S    20:37   0:00 [nvidia-drm/timeline-10]
dhanush+   21895  0.0  0.1 1981768 25036 ?       Sl   20:37   0:00 /usr/bin/kitten __atexit__
dhanush+   21900  0.0  0.0  10860  7348 pts/3    Ss   20:37   0:00 /usr/bin/zsh
root       22865  0.0  0.0      0     0 ?        I    20:37   0:00 [kworker/0:0-cgroup_destroy]
dhanush+   22906  0.0  0.0  13168  7936 pts/3    S+   20:37   0:00 nvim ReadMe.md
dhanush+   22907  0.9  0.2  40128 36028 ?        Ss   20:37   0:05 nvim --embed ReadMe.md
root       23989  0.0  0.0      0     0 ?        I    20:38   0:00 [kworker/3:0-cgroup_destroy]
root       24941  0.0  0.0      0     0 ?        I    20:38   0:00 [kworker/1:0-inet_frag_wq]
root       26838  0.0  0.0      0     0 ?        I    20:39   0:00 [kworker/4:0-rcu_gp]
root       27001  0.0  0.0      0     0 ?        I    20:39   0:00 [kworker/8:0-cgroup_destroy]
dhanush+   28112  0.0  0.0  13036  7936 pts/2    S+   20:39   0:00 nvim module1.txt
dhanush+   28113  1.1  0.2  37196 32724 ?        Ss   20:39   0:05 nvim --embed module1.txt
root       31087  0.0  0.0      0     0 ?        I    20:40   0:00 [kworker/6:0-events]
root       35190  0.0  0.0      0     0 ?        I    20:41   0:00 [kworker/u34:0-flush-259:0]
root       37129  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/7:1-cgroup_destroy]
root       37130  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/10:1-events]
root       38131  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/11:1-inet_frag_wq]
root       39102  0.0  0.0      0     0 ?        I    20:43   0:00 [kworker/0:2-cgroup_destroy]
root       40228  0.0  0.0      0     0 ?        I    20:43   0:00 [kworker/5:1]
root       41089  0.0  0.0      0     0 ?        I    20:43   0:00 [kworker/3:2]
root       43175  0.0  0.0      0     0 ?        I    20:44   0:00 [kworker/1:2-events]
root       43242  0.0  0.0  15160  6400 ?        S    20:44   0:00 systemd-userwork: waiting...
root       45212  0.0  0.0      0     0 ?        I    20:45   0:00 [kworker/2:2]
root       46259  0.0  0.0  15160  6272 ?        S    20:45   0:00 systemd-userwork: waiting...
root       47184  0.0  0.0      0     0 ?        I    20:45   0:00 [kworker/4:1]
root       49173  0.0  0.0      0     0 ?        I    20:46   0:00 [kworker/11:2]
root       49219  0.0  0.0  15156  6528 ?        S    20:46   0:00 systemd-userwork: waiting...
dhanush+   50241  0.0  0.4 1216237080 75020 ?    Sl   20:46   0:00 /opt/brave-bin/brave --type=renderer --string-annotations --crashpad-handler-pid=2852 --enable-crash-reporter=, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=15652900676849972810 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=43 --time-ticks-at-unix-epoch=-1737730903016067 --launch-time-ticks=914934058 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7185835469545438622,10890658879127644029,262144 --variations-seed-version=main@660c0bb4bb4505e44868c88679990305e8700c1a
root       51384  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/u33:1-iou_exit]
root       51418  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/u33:4-events_unbound]
root       51419  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/u33:5-events_unbound]
root       53300  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/9:0-events]
dhanush+   53437  0.4  0.1 104972 24064 ?        Ss   20:48   0:00 /usr/bin/appimagelauncherd
dhanush+   53483  0.0  0.0  10104  4712 pts/1    R+   20:48   0:00 ps -aux
